latitude,longitude,latitudeOriginal,longitudeOriginal,xco2,external error,smoothing error,interference error,retrieval noise,scanID,timeStamp (YY-MM-DD hh:mm:ss)
22.981358,-2.330963,22.981392,-2.3309605,400.82416,-9999.0,0.43391424,0.28879112,0.7611257,b'F160101131149222701',16-01-01 13:11:49
22.982254,-2.3324676,22.982433,-2.3324318,401.52576,-9999.0,0.4346988,0.26241988,0.76252,b'F160101131154222701',16-01-01 13:11:54
8.204396,-8.061947,8.204035,-8.06409,401.20584,-9999.0,0.4874732,0.3283968,0.8593347,b'F160101131544222901',16-01-01 13:15:44
7.2648,-3.352459,7.265016,-3.3515356,402.4076,-9999.0,0.4655331,0.46888387,0.78038156,b'F160101131617222901',16-01-01 13:16:17
-12.377405,-9.960062,-12.377405,-9.960062,398.95697,-9999.0,0.51742643,0.22071527,0.9072044,b'F160101132125223211',16-01-01 13:21:25
-12.373625,-9.960313,-12.373625,-9.960313,397.66592,-9999.0,0.5545785,0.26612368,0.97704566,b'F160101132130223301',16-01-01 13:21:30
-12.369723,-9.961193,-12.369723,-9.961193,397.61682,-9999.0,0.6268331,0.3338579,1.0564363,b'F160101132135223301',16-01-01 13:21:35
-14.901092,-10.510032,-14.901092,-10.510032,398.04483,-9999.0,0.50570357,0.19653818,0.8896256,b'F160101132207223301',16-01-01 13:22:07
-14.89708,-10.510806,-14.89708,-10.510806,398.02707,-9999.0,0.5360801,0.22513065,0.9355176,b'F160101132211223301',16-01-01 13:22:11
-14.8918705,-10.51132,-14.8918705,-10.51132,396.9727,-9999.0,0.58832335,0.2941285,1.0017455,b'F160101132216223301',16-01-01 13:22:16
-19.525724,-14.16099,-19.525724,-14.16099,400.0731,-9999.0,0.77246076,0.43168366,1.220063,b'F160101132344223401',16-01-01 13:23:44
-22.461164,-12.222966,-22.461164,-12.222966,398.6343,-9999.0,0.42549363,0.09883367,0.7616333,b'F160101132411223401',16-01-01 13:24:11
-22.457901,-12.223,-22.457901,-12.223,396.99673,-9999.0,0.42251188,0.096924566,0.7591264,b'F160101132416223401',16-01-01 13:24:16
-24.54679,-15.437916,-24.54679,-15.437916,399.6474,-9999.0,0.68858826,0.36162698,1.1877611,b'F160101132507223501',16-01-01 13:25:07
-24.543669,-15.439013,-24.543669,-15.439013,398.07892,-9999.0,0.7094472,0.3833002,1.2132596,b'F160101132511223501',16-01-01 13:25:11
-24.537092,-15.439903,-24.537092,-15.439903,398.19315,-9999.0,0.74816376,0.3660258,1.247894,b'F160101132516223501',16-01-01 13:25:16
-27.492825,-13.436529,-27.492825,-13.436529,398.25137,-9999.0,0.5123496,0.23234773,0.96946406,b'F160101132534223501',16-01-01 13:25:34
-27.487877,-13.436197,-27.487877,-13.436197,395.4297,-9999.0,0.5022352,0.22243573,0.9618822,b'F160101132539223501',16-01-01 13:25:39
-27.482613,-13.436632,-27.482613,-13.436632,396.70383,-9999.0,0.4988121,0.22170642,0.962096,b'F160101132544223501',16-01-01 13:25:44
-29.554583,-16.813742,-29.554583,-16.813742,397.93167,-9999.0,0.6679634,0.46747184,1.269358,b'F160101132630223601',16-01-01 13:26:30
-29.546175,-16.816051,-29.546175,-16.816051,399.84448,-9999.0,0.68278867,0.44913775,1.2765492,b'F160101132639223601',16-01-01 13:26:39
-11.991114,-36.92196,-11.991114,-36.92196,396.70053,-9999.0,0.6270334,0.30494636,1.0781513,b'F160101145922253201',16-01-01 14:59:22
-11.989861,-36.922665,-11.989861,-36.922665,395.58734,-9999.0,0.6570664,0.32509223,1.119531,b'F160101145927253201',16-01-01 14:59:27
-11.98677,-36.92313,-11.98677,-36.92313,396.11743,-9999.0,0.6813247,0.3608896,1.1599044,b'F160101145932253201',16-01-01 14:59:32
-12.376258,-34.50512,-12.376258,-34.50512,399.3234,-9999.0,0.48913366,0.16298097,0.861171,b'F160101145936253201',16-01-01 14:59:36
-12.371846,-34.505013,-12.371846,-34.505013,398.04373,-9999.0,0.5282782,0.22942466,0.9506866,b'F160101145941253311',16-01-01 14:59:41
-12.365673,-34.505432,-12.365673,-34.505432,398.69553,-9999.0,0.6251988,0.32785904,1.0800233,b'F160101145945253311',16-01-01 14:59:45
-17.271305,-38.15083,-17.271305,-38.15083,399.6701,-9999.0,0.681786,0.46066874,1.3482631,b'F160101150050253311',16-01-01 15:00:50
-17.268318,-38.150997,-17.268318,-38.150997,398.57336,-9999.0,0.69573843,0.4783481,1.3632448,b'F160101150055253311',16-01-01 15:00:55
-42.49663,-42.23913,-42.49663,-42.23913,393.5133,-9999.0,0.7796142,0.33978385,1.1095048,b'F160101150759253801',16-01-01 15:07:59
-42.48977,-42.23861,-42.48977,-42.23861,393.40274,-9999.0,0.6693805,0.2665398,1.008596,b'F160101150803253801',16-01-01 15:08:03
-32.252136,-60.832947,-32.252182,-60.832905,393.36563,-9999.0,1.0956652,0.74299306,2.7192752,b'F160101164237282904',16-01-01 16:42:37
-35.33903,-67.662506,-35.33999,-67.664955,395.52124,-9999.0,0.4963964,0.12523568,0.8585735,b'F160101164347282904',16-01-01 16:43:47
-41.135094,-69.674774,-41.137093,-69.68187,399.67065,-9999.0,0.4667169,0.12086327,0.79453117,b'F160101164528282904',16-01-01 16:45:28
-42.782745,-70.309456,-42.78449,-70.315926,398.53345,-9999.0,0.45017448,0.11719723,0.75703794,b'F160101164556282904',16-01-01 16:45:56
-45.793823,-67.92821,-45.79547,-67.92881,397.80988,-9999.0,0.4168152,0.108367585,0.72143114,b'F160101164637282904',16-01-01 16:46:37
-46.207794,-68.07956,-46.2082,-68.07971,397.4474,-9999.0,0.39824793,0.105498165,0.6840504,b'F160101164642282904',16-01-01 16:46:42
-46.621082,-68.23336,-46.621994,-68.2337,398.54346,-9999.0,0.400303,0.11216814,0.6854825,b'F160101164646282904',16-01-01 16:46:46
17.944567,-77.12464,17.944553,-77.12464,400.21777,-9999.0,0.4733829,0.120462686,0.80006135,b'F160101180740312701',16-01-01 18:07:40
17.94596,-77.12524,17.945963,-77.12524,400.3394,-9999.0,0.47386912,0.11953153,0.7989686,b'F160101180745312701',16-01-01 18:07:45
17.94762,-77.12653,17.947647,-77.126526,401.6008,-9999.0,0.47587097,0.119970225,0.7954275,b'F160101180749312701',16-01-01 18:07:49
-19.940277,-85.273254,-19.940277,-85.273254,397.54337,-9999.0,0.4843352,0.16605508,0.8080983,b'F160101181803313401',16-01-01 18:18:03
-19.930656,-85.27434,-19.930656,-85.27434,396.7345,-9999.0,0.5096404,0.19336602,0.85180646,b'F160101181812313401',16-01-01 18:18:12
-22.051805,-88.41803,-22.051805,-88.41803,396.08743,-9999.0,0.7239808,0.3049803,1.0897479,b'F160101181830313401',16-01-01 18:18:30
-22.050632,-88.4184,-22.050632,-88.4184,396.4581,-9999.0,0.6824171,0.28343657,1.0567126,b'F160101181835313401',16-01-01 18:18:35
-22.046728,-88.418304,-22.046728,-88.418304,397.19278,-9999.0,0.6528028,0.26041028,1.0264618,b'F160101181839313401',16-01-01 18:18:39
39.27729,-92.39958,39.276726,-92.398094,399.58337,-9999.0,0.5782346,0.35554162,1.1277015,b'F160101193943342204',16-01-01 19:39:43
38.74219,-96.378334,38.741524,-96.378555,397.685,-9999.0,0.52330476,0.3046475,1.0303823,b'F160101193956342204',16-01-01 19:39:56
39.03859,-98.179886,39.03833,-98.181305,403.26663,-9999.0,0.5150076,0.22622319,0.9556228,b'F160101194001342204',16-01-01 19:40:01
39.276154,-100.00705,39.27629,-100.01177,399.67194,-9999.0,0.5068101,0.24651965,0.9603059,b'F160101194006342204',16-01-01 19:40:06
37.919212,-100.33492,37.91784,-100.34047,401.38373,-9999.0,0.51591593,0.20020528,0.9413724,b'F160101194010342204',16-01-01 19:40:10
37.68985,-98.543945,37.689037,-98.545906,401.17728,-9999.0,0.51702654,0.1948147,0.9363584,b'F160101194015342204',16-01-01 19:40:15
37.39771,-96.778885,37.397102,-96.77908,401.5196,-9999.0,0.5472072,0.36161253,1.1074778,b'F160101194019342204',16-01-01 19:40:19
37.032543,-95.043304,37.032146,-95.04269,399.35486,-9999.0,0.58106476,0.30691627,1.1045566,b'F160101194024342204',16-01-01 19:40:24
35.278683,-93.77578,35.27791,-93.774765,402.55655,-9999.0,0.6010076,0.29687095,1.1090133,b'F160101194033342204',16-01-01 19:40:33
35.695328,-95.457924,35.694805,-95.45745,400.7677,-9999.0,0.51523864,0.23556535,0.9620925,b'F160101194038342204',16-01-01 19:40:38
35.93497,-96.47193,35.934532,-96.47173,402.6472,-9999.0,0.54480714,0.340248,1.0881023,b'F160101194042342204',16-01-01 19:40:42
36.604107,-97.47237,36.604103,-97.47262,404.07184,-9999.0,0.6149151,0.1678412,1.0329391,b'F160101194047342204',16-01-01 19:40:47
36.578857,-100.66467,36.579952,-100.66968,401.214,-9999.0,0.5031258,0.1664574,0.8946254,b'F160101194101342204',16-01-01 19:41:01
34.703754,-97.54454,34.70363,-97.54459,403.04834,-9999.0,0.515519,0.26759106,0.9931378,b'F160101194115342204',16-01-01 19:41:15
19.869015,-98.63815,19.861868,-98.628845,399.84235,-9999.0,0.5366012,0.23325944,0.94407874,b'F160101194456342701',16-01-01 19:44:56
19.865702,-98.64049,19.85977,-98.630905,400.95178,-9999.0,0.53574157,0.22825173,0.9427285,b'F160101194501342701',16-01-01 19:45:01
19.86683,-98.64174,19.862085,-98.63192,401.0058,-9999.0,0.53612834,0.22292076,0.93673295,b'F160101194505342701',16-01-01 19:45:05
20.46873,-101.09712,20.468122,-101.09728,400.8828,-9999.0,0.5826855,0.2372552,0.9660983,b'F160101194510342701',16-01-01 19:45:10
20.468346,-101.09902,20.468513,-101.099014,399.6462,-9999.0,0.58317477,0.22174895,0.962104,b'F160101194514342701',16-01-01 19:45:14
20.46884,-101.100685,20.469826,-101.100494,400.94183,-9999.0,0.5748444,0.23614413,0.95377654,b'F160101194519342701',16-01-01 19:45:19
35.5237,-119.06573,35.522808,-119.06489,405.73877,-9999.0,0.5760043,0.34156033,1.1491597,b'F160101211840372424',16-01-01 21:18:40
35.382744,-118.893364,35.382214,-118.89249,404.57648,-9999.0,0.6316742,0.35465303,1.2008837,b'F160101211853372424',16-01-01 21:18:53
34.21152,-118.53408,34.211857,-118.532585,401.96384,-9999.0,0.5705272,0.19144468,0.96978956,b'F160101211953372524',16-01-01 21:19:53
-6.944126,-133.98553,-6.944126,-133.98553,392.11035,-9999.0,0.80092126,0.37674838,1.1445004,b'F160101213053373201',16-01-01 21:30:53
-27.492828,-136.16385,-27.492828,-136.16385,397.31406,-9999.0,0.49787173,0.15400231,0.80790436,b'F160101213629373501',16-01-01 21:36:29
-27.483189,-136.164,-27.483189,-136.164,397.08096,-9999.0,0.48279375,0.13626754,0.7906693,b'F160101213638373501',16-01-01 21:36:38
-32.510155,-137.45906,-32.510155,-137.45906,395.3617,-9999.0,0.53785866,0.18644191,0.88147587,b'F160101213752373601',16-01-01 21:37:52
-32.505756,-137.45834,-32.505756,-137.45834,397.42633,-9999.0,0.50983673,0.16315632,0.8341522,b'F160101213757373601',16-01-01 21:37:57
-32.500538,-137.45868,-32.500538,-137.45868,396.51352,-9999.0,0.48866674,0.14485396,0.80125266,b'F160101213801373601',16-01-01 21:38:01
-39.511314,-142.72218,-39.511314,-142.72218,394.04495,-9999.0,0.7850295,0.32379064,1.1476128,b'F160101214015373701',16-01-01 21:40:15
-39.505333,-142.72304,-39.505333,-142.72304,394.91202,-9999.0,0.7243791,0.3170291,1.0937363,b'F160101214020373701',16-01-01 21:40:20
-42.49183,-140.42065,-42.49183,-140.42065,397.27902,-9999.0,0.6250581,0.2732912,1.0036291,b'F160101214047373801',16-01-01 21:40:47
-27.497082,-160.71132,-27.497082,-160.71132,397.63123,-9999.0,0.51284254,0.20604302,0.8956465,b'F160101231440403501',16-01-01 23:14:40
-27.49368,-160.71121,-27.49368,-160.71121,397.2152,-9999.0,0.5055467,0.18690525,0.87252164,b'F160101231445403501',16-01-01 23:14:45
-27.488056,-160.71152,-27.488056,-160.71152,397.30542,-9999.0,0.513889,0.18052688,0.8737326,b'F160101231449403501',16-01-01 23:14:49
-39.514053,-167.26985,-39.514053,-167.26985,394.12006,-9999.0,0.71142745,0.28402576,1.0911839,b'F160101231826403701',16-01-01 23:18:26
-39.510746,-167.2717,-39.510746,-167.2717,395.4233,-9999.0,0.6751267,0.26184103,1.0492289,b'F160101231831403701',16-01-01 23:18:31
